fa885100-f442-46e1-8ec1-5fcaf190c386,18
9d66fc9b-dca4-4183-9a83-356cf7211646,16
e0fbe9c5-372e-4066-84ef-89de6a37bd0a,17
4b85186f-9495-40bf-8aa0-9df832c09d60,21
af056ee1-a9ef-401b-b9f2-43d85b1bcfac,16
e9759864-510e-4f4b-b9b7-80148765f952,17
7a76c130-c747-42dd-8d2a-7b00ee28adb7,17
d6199ea7-fe69-45c7-b455-59bdaa58f257,8
9be2b5c5-717f-4bf5-9f12-4c14a96fde58,9
5d8d54f1-db6b-4b84-9a8e-4b68122b063e,9
648f62a1-8786-45a6-90fb-d9fd5a136bd6,9
c397ffb5-15e4-47ab-a29c-dbe872016f25,4
324d7b91-0a0c-4e35-967a-54230cb7c621,4
352dd518-23cd-4c5a-9551-ba02097b177b,6
cad2c4c2-15fc-457f-8389-a3fa7113d2ae,7
ad4469c7-f1a3-476d-b222-0ccf4a3a6dad,11
36ae7941-b60f-4eb1-8391-d1e3e1eda72d,8
511529d3-54a0-4433-b4e0-ca90cb4c42f6,6
c46464b2-ee6e-448c-8d22-871b139a0e38,6
54a3c21c-5395-44a2-b90b-b7fab8095c20,7
d2683bf1-55f4-4ed4-8692-10294eaa2832,7
d342506d-8f07-4ed7-a06f-cfebd44be1dc,8
78b41371-be0d-4325-87b3-9c67582e9f79,8
95dcc4ef-9ec6-4279-a054-6ae73a698742,9
9d70086c-5d7a-4e7f-b1ed-c53c4b11310f,9
f401a492-38ed-4117-a294-2cedc7ab5189,8
9aa621e1-46f2-4c91-8111-741583985612,15
61c02fcf-dab7-486c-8ea8-cd14374b03cf,14
3dfe34e4-2768-4179-8b3f-a8e0b3e80006,8
3da85541-7208-4e4d-949c-18a6019507d6,3
1c723f7b-b4fa-43ff-8a9b-c51f737d0e37,3
946b2d8b-b0de-43aa-96bd-0d19bde705ff,3
80965de8-0f4c-4439-9174-01be304b30ae,3
b68b5812-095f-442a-ab10-c7290e14d4d7,3
fa23ccc4-73e7-45a8-9545-7e37a1dfdc29,3
4c57fabd-ea1b-41e5-b795-d276225f82d6,6
4d5bfdbc-3f04-4ba9-beee-2827b6a8e90b,7
16741ca2-1226-4bf0-a94d-cbee08debbba,3
ae424927-fea9-4b0a-9fb6-547986bb03d6,3
4cc79487-61eb-45f7-a9a7-e86d13513e78,5
bd62332d-bee0-4e12-9a70-250ad4442c38,3
f4a3f6f1-e4f5-41bc-9962-41fb53af46e9,3
f36ec2db-ca2b-49fb-9fcc-ff9058f66d3c,36
b3a7eae7-1515-45ae-8ca1-ee05544e8965,37
36eb33f8-7ed6-40fc-9495-693c78e1419f,211
4cba18e1-41aa-42a2-863c-123058975f8e,35
8885a72a-14b5-4c70-9f7d-095fac771e67,35
82558949-cd98-4c58-af35-3f1a9430d52e,1783
4c498872-70d2-4b01-8115-6224176a7667,1764
202b37a8-939a-4c60-bb1d-1f6c2e51e725,1607
38f6a2df-b0b4-4bf7-8c19-8518a6d92996,28
46362880-7eed-4a08-94ba-0faa1dc1cea1,30
6ef7fdb5-53cb-4ea5-bb2c-cfd3799380f9,63
b1ebfc4a-7a1a-46a8-a89d-efedea95b3bf,30
8c9f6b13-0f7e-40a2-b0e1-2545fa10efb4,30
c28aad66-30eb-4b65-a637-8a1957f4f229,31
f3d5b775-4978-4e0f-bf86-dd844af50c05,31
b6dc743a-e612-46ca-963e-3ddeef71ed11,31
7cb2af51-c926-436a-96a7-ef4892409d90,31
812ea5df-42ff-4b68-9e0d-6265327d443e,31
82498850-299b-4bda-a70a-20a087b09db1,33
f929185d-7106-42d5-857f-fc2468f3f720,32
3c2d597d-0e2a-4178-bc6d-a76ba9876f01,33
3a132aed-6fb8-42c1-be78-fc406d1c0a4d,33
7e715db5-ee37-490e-b33b-897fa4bf3d39,33
59997002-bd58-480b-adfc-49681677e764,33
3a155822-1e1f-4b19-ac58-9ea0217c75f1,33
c66429c7-7825-472d-b0c8-c1cfcf5afac4,33
29c0bf32-33b0-4f45-9b68-86d0e863b6ec,33
82ccc768-39a7-4a00-9647-96ee99c90ee9,33
4016a862-db11-4a3f-8670-b630f86d88ec,33
893428fd-3133-4503-b3ed-69a48b926f7b,33
ad75403d-3329-40b6-acac-3926131de474,33
7736bbdf-0ef9-44b6-bf95-094384804743,34
24a3ae61-abcb-45bc-a72e-e6d35d8cf6a1,35
760ae8d6-218a-4a09-b71a-e2a3107ada23,35
951bdee5-4718-4455-b435-d46de3833331,35
6f531c8e-babb-44fa-b7d5-60a2dbea88f1,34
f86e9809-9e3f-4fd7-90aa-9d4a9c57e6db,35
6ad4f8d2-1045-4d92-b6a7-d04ee27f2efa,35
29b3f55f-cbea-4375-94a6-a9eeedea5552,35
0d20345f-345c-459b-9d05-34b2906e5da9,34
e8586f0d-6d41-4f93-b371-85f3238a7344,33
078c6b81-8e6c-4403-accf-c634b742143c,35
3b781d60-429b-4d9a-a6fb-85979a2b7aa0,35
a08a7c15-7864-4c3b-b1b2-e8b3b8f70b15,35
e3a25ca4-1164-4f48-a2d0-8792d4eaa26b,1
93211075-fbb5-4fc1-a193-c5a8042ac0f6,4
8fb60262-5e63-4fe9-8c4a-147d1f4bab4b,15
cc90c558-76fa-4206-8b1e-6a299ba8cd57,3
fb841039-934f-4217-8978-cac578f219d1,2
ab944389-1c4a-43e0-8b3d-8c82428cf33c,1
e17ef894-6ead-48a6-a0bb-bf5ee75f250d,1
712a7c50-73da-4e4f-a255-502110a1232c,7
6afbebc6-6321-4b8d-9e6f-c1b264777f24,5
97a16f4d-60c2-4e45-8ce0-2b2814dd7e0e,3
5ebebf40-3686-4cad-afff-b630a062a4ec,1
aad2a13e-3bd3-4ebb-8d0d-a30ce0f0e988,1
49e12827-8da3-48e7-b962-5836b8c93949,1
6ca2f30f-5c9b-4a33-b1ff-3f7f14d40486,1
523fb306-8fca-4287-8feb-99a4cd6b02c5,2
3aa1bf0e-f82d-4d6b-8dd7-51c137cf05f4,2
133df5a2-041d-4e55-abeb-8f6521c6ec92,2
2724821c-df59-4db8-807f-3b2883f23864,2
7c10bb2e-5fd1-430b-a1b1-d69dceb3d2d5,2
254e4ac0-7c72-4a06-9829-c995de67bd21,2
101a59ad-e8ec-4293-8132-90f01a6e02f2,2
7fe8c317-5c70-4942-9627-9be08c547a52,2
c93e7e83-8cea-46b0-800b-bbec12ed1511,2
cb53df7f-6024-43ed-97cb-ae248ce5ddfb,2
99e087e1-5649-4e8c-b84f-eea05b8e143a,2
9412cd10-d046-43aa-90f5-f72342a664f4,2
128ab6a9-d0e7-43d1-a35c-f79f9b0c26f5,2
9adcf169-bbfd-4824-85e3-44d3d4e59fde,2
58efc946-0e19-4131-bc8d-c4d4bb7c2834,2
9313d923-5a1b-42d6-8eaa-4af8746c6ca2,2
35721723-2489-4486-a8e9-8433666c7362,2
89c68314-5afc-48e0-9ab8-91a15ff70921,4
1b698e21-1fcc-426d-b152-6fae04e095e7,2
031117aa-fd59-491f-a0b2-dd9830638310,2
efae128c-cd78-4b38-b61c-6f8956379cd3,2
2518ec2d-3022-4bf3-aafd-4b8df65a86b7,1
a1fec20e-07e3-435a-841c-f478edc0a4b7,3
f38af6cf-4562-4d38-b1e8-837b0d711211,161
994327b4-043e-4147-88aa-0d02efd5f378,212
d604a1b6-2cbd-4dc6-9682-a746405f247b,40
2e1655da-d86f-4eed-8769-8fb68d4a12d4,29
3bb1bab3-4250-4fd0-930f-e17a00d81ad2,126
1134a125-6eab-4d97-a380-6ec6cdd4513f,19
ff2bf07d-ae98-430e-8189-016b5f7bd4a9,1
bd63dab2-e3c2-47a1-b369-8d20e2a26979,1
cb6632d1-7abc-4b29-a544-6acdeccdd51b,1
66ac1012-275f-477a-9951-9be1b7e1ee04,1
